ID	protein_product	biological_class	mRNA_expression	protein_expression	length	GC
VNG_1519H	DUF2892 family protein	Function unknown	NA	NA	210	0.7285714285714285
VNG_1520G	A/G-specific adenine glycosylase	Replication, recombination and repair	1.7361519487030752	2.0025528594847315	939	0.7028753993610224
VNG_1523G	transducer protein HtrVIII	Cell motility	2.7138087399377144	2.2109403801356122	1932	0.6951345755693582
VNG_1524C	pyridoxal phosphate-dependent aminotransferase	Amino acid transport and metabolism	4.035071827223347	4.773262225419944	1377	0.6724763979665941
VNG_1525C	DUF4010 family protein	Inorganic ion transport and metabolism	NA	NA	1305	0.6996168582375479
VNG_1526G	SNF family transport protein	Function unknown	2.642002002652667	2.131388571390836	1344	0.6741071428571429
VNG_1528G	SNF family transport protein	General function prediction only	NA	NA	1434	0.6778242677824268
VNG_1529G	propionyl-CoA carboxylase carboxyltransferasecomponent	Lipid transport and metabolism	2.9854190981168323	3.3875375839587263	1551	0.6698903932946486
VNG_1530H	propionyl-CoA carboxylase small subunit	Function unknown	NA	NA	258	0.751937984496124
VNG_1532G	propionyl-CoA carboxylase biotin carboxylasecomponent	Function unknown	3.0757218347325983	3.4487721716234607	1833	0.6841243862520459
VNG_1533H	uncharacterized protein	General function prediction only	2.755960223668579	1.889865054129127	2145	0.6722610722610722
VNG_1534a	HTH domain protein /biotin--[acetyl-CoA-carboxylase] ligase	Function unknown	NA	NA	948	0.7383966244725738
VNG_1534H	uncharacterized protein	Function unknown	NA	NA	144	0.5625
VNG_1536C	UspA domain protein	Signal transduction mechanisms	2.923310684694764	2.6384220458211627	444	0.6756756756756757
VNG_1537C	HD family hydrolase	General function prediction only	1.9000822062269171	2.275822898358265	1230	0.7138211382113822
VNG_1538H	uncharacterized protein	Function unknown	3.3681852656988425	3.102104548599784	846	0.6926713947990544
VNG_1540G	probable oxidoreductase (short-chaindehydrogenase family)	Lipid transport and metabolism	1.3528482767197965	1.864786817795625	711	0.710267229254571
VNG_1541G	succinate--CoA ligase (ADP-forming) betasubunit	Energy production and conversion	3.941498232606238	4.460575585168394	1149	0.6640557006092254
VNG_1542G	succinate--CoA ligase (ADP-forming) alphasubunit	Energy production and conversion	3.8852342297973133	4.227068085074911	870	0.6931034482758621
VNG_1543G	CTAG modification methylase	Replication, recombination and repair	3.2148531659151596	2.2640520075485924	1047	0.7096466093600764
VNG_1544G	chloride channel protein	Inorganic ion transport and metabolism	NA	NA	2379	0.7044976881042455
VNG_1546H	glutaredoxin	Posttranslational modification, protein turnover, chaperones	NA	NA	240	0.7
VNG_1547C	ATP:cob(I)alamin adenosyltransferase	Coenzyme transport and metabolism	2.409878967541988	2.552446255990695	543	0.7034990791896869
VNG_1548C	arNOG05395 family transcription regulator	Transcription	2.167364682444393	2.4479313723260234	813	0.7072570725707257
VNG_1550G	cobalt-precorrin-6B C15-methyltransferase(decarboxylating)	Coenzyme transport and metabolism	4.030625195178411	3.7446304068290495	564	0.6968085106382979
VNG_1551G	cobalt-factor-II C20-methyltransferase	Coenzyme transport and metabolism	3.7051542503727024	3.4848267864926417	705	0.7304964539007093
VNG_1553G	cobalt-precorrin-4 C11-methyltransferase	Coenzyme transport and metabolism	3.7495842869449922	3.7742115421798443	867	0.7162629757785467
VNG_1554G	cobalt-precorrin-5A hydrolase	Coenzyme transport and metabolism	3.820008741178308	3.6688814498179374	978	0.696319018404908
VNG_1555G	cobalt-factor-III C17-methyltransferase	Coenzyme transport and metabolism	3.823225392543635	3.7552589335483866	831	0.7027677496991577
VNG_1557G	cobalt-factor-III C17-methyltransferase	Coenzyme transport and metabolism	3.8792257004102413	4.031281791256473	1008	0.689484126984127
VNG_1558H	probable ferredoxin (4Fe-4S)	Energy production and conversion	3.7088910253094785	2.6231168255074726	249	0.7068273092369478
VNG_1559H	uncharacterized protein	Function unknown	3.5295890565701935	3.297787348490094	699	0.7195994277539342
VNG_1561C	sirohydrochlorin cobaltochelatase	Function unknown	3.715226049962291	3.096786089547279	1224	0.7181372549019608
VNG_1562H	DUF3209 family protein	Function unknown	3.598686269726974	3.646302736589376	372	0.7150537634408602
VNG_1564H	PQQ repeat protein	Cell wall/membrane/envelope biogenesis	2.9186553115019764	2.5334942895505748	1224	0.75
VNG_1565G	ATP-dependent cobaltochelatase subunit ChlID	General function prediction only	2.084375367872333	2.5900119802037924	2073	0.7525325615050651
VNG_1566G	ATP-dependent cobaltochelatase subunit CobN	Coenzyme transport and metabolism	3.5940327460810866	3.7263346377353086	3900	0.7092307692307692
VNG_1567G	cobalt-precorrin-8 methylmutase	Coenzyme transport and metabolism	3.2560890257795996	3.651228336180229	714	0.7254901960784313
VNG_1568G	cobalt-precorrin-7 C5-methyltransferase	Coenzyme transport and metabolism	3.3297445086131217	3.394426271438211	753	0.7290836653386454
VNG_1570H	homolog to sirohydrochlorin cobaltochelatase	Coenzyme transport and metabolism	2.1422795683572353	2.33131899908902	771	0.7457846952010376
VNG_1572C	probable nicotinate-nucleotide-dimethylbenzimidazolephosphoribosyltransferase	Coenzyme transport and metabolism	2.3528877771634846	2.5172451334758272	1002	0.7225548902195609
VNG_1573G	cobyrinate a,c-diamide synthase	Coenzyme transport and metabolism	2.293631650622272	2.340440910996281	1299	0.74364896073903
VNG_1574G	cob(I)alamin adenosyltransferase	Coenzyme transport and metabolism	2.4486865684013694	1.991879876930419	678	0.7138643067846607
VNG_1576G	adenosylcobyrate synthase	Coenzyme transport and metabolism	2.0936053628262834	1.4861366630678272	1539	0.7517868745938922
VNG_1577C	HAD superfamily hydrolase	General function prediction only	1.8720089927867745	2.2034966054157863	618	0.7588996763754046
VNG_1578H	adenosylcobinamide-phosphate synthase	Coenzyme transport and metabolism	NA	NA	927	0.7734627831715211
VNG_1580H	adenosylcobinamide-GDP ribazoletransferase	Coenzyme transport and metabolism	NA	NA	744	0.7540322580645161
VNG_1581C	adenosylcobinamide-phosphateguanylyltransferase	Coenzyme transport and metabolism	NA	NA	567	0.7530864197530864
VNG_1582G	L-threonine-O-3-phosphate decarboxylase	Amino acid transport and metabolism	1.7934246878070308	1.849941451920051	1011	0.7457962413452027
VNG_1583C	adenosylcobinamide amidohydrolase	Coenzyme transport and metabolism	NA	NA	696	0.7543103448275862
VNG_1589C	uncharacterized protein	Function unknown	NA	NA	414	0.5096618357487923
VNG_1591H	small CPxCG-related zinc finger protein	Function unknown	3.659961254237856	3.2570090940560084	174	0.632183908045977
VNG_1592G	ABC-type transport system permease protein(probable substrate sulfate/thiosulfate/molybdate)	Posttranslational modification, protein turnover, chaperones	NA	NA	810	0.737037037037037
VNG_1595C	ABC-type transport system periplasmic substrate-binding protein (probable substratesulfate/thiosulfate/molybdate)	Inorganic ion transport and metabolism	1.814057780870596	NA	930	0.7032258064516129
VNG_1598a	Tfx-type DNA-binding protein	Function unknown	NA	NA	432	0.6805555555555556
VNG_1598H	spurious ORF	Function unknown	NA	NA	216	0.6111111111111112
VNG_1601G	glycine cleavage system protein P beta subunit	Amino acid transport and metabolism	3.2231657334711548	3.293221144473634	1422	0.7032348804500703
VNG_1603G	glycine cleavage system protein P alpha subunit	Amino acid transport and metabolism	3.1759160704700014	3.3282214917274375	1326	0.6953242835595776
VNG_1605G	glycine cleavage system protein H	Amino acid transport and metabolism	3.2847893187351334	3.061211841371667	375	0.6426666666666667
VNG_1606G	glycine cleavage system protein T	Amino acid transport and metabolism	3.586718373538667	3.0338984326421823	1092	0.7087912087912088
VNG_1607G	taxis cluster protein CheC	Cell motility	2.649677033089512	2.5868767820153296	591	0.6531302876480541
VNG_1608C	DUF88 family protein	Function unknown	2.590029363002398	3.246632715185892	459	0.7167755991285403
VNG_1609C	DUF124 family protein	Function unknown	2.6912077439290285	2.145377640178216	708	0.6892655367231638
VNG_1610C	3'-5' ssDNA/RNA exonuclease TatD	General function prediction only	NA	NA	846	0.7198581560283688
VNG_1611C	DUF2150 family protein	Function unknown	3.192632173561508	3.707048794871218	588	0.6683673469387755
VNG_1613H	probable secreted glycoprotein	Cell motility	NA	NA	2001	0.6686656671664168
VNG_1615G	hydroxymethylglutaryl-CoA synthase	Lipid transport and metabolism	3.006869963012379	3.4549833575627846	1338	0.6711509715994021
VNG_1616C	cro/C1 family transcription regulator	Transcription	2.2812320086340163	2.806424481376162	714	0.7044817927170869
VNG_1617H	GNAT family acetyltransferase	Transcription	2.309753723633975	2.710970232381617	489	0.6973415132924335
VNG_1618H	homolog to NAD(P)H dehydrogenase (quinone)	General function prediction only	2.0142735479409573	2.253686656985883	585	0.7299145299145299
VNG_1619H	uncharacterized protein	Function unknown	NA	NA	573	0.7225130890052356
VNG_1621H	FMN-binding domain protein	Defense mechanisms	2.4670233756701347	2.5565460232206627	456	0.6929824561403509
VNG_1622G	replication factor C large subunit	Replication, recombination and repair	2.597904037318875	2.9702995373320493	1416	0.7076271186440678
VNG_1623G	heme A synthase	Coenzyme transport and metabolism	NA	NA	834	0.7002398081534772
VNG_1624G	malate dehydrogenase(oxaloacetate-decarboxylating)	Energy production and conversion	3.3911879034205468	3.8470349935178887	2253	0.6759875721260542
VNG_1625H	ribonuclease H, type 1	Replication, recombination and repair	2.522708711687007	1.5396305105011219	624	0.7227564102564102
VNG_1626C	DMT superfamily transport protein	Carbohydrate transport and metabolism	NA	NA	909	0.7029702970297029
VNG_1628G	probable oxidoreductase (aldo-keto reductasefamily protein)	Energy production and conversion	2.381846343804375	2.4098380366059935	975	0.6953846153846154
VNG_1630H	uncharacterized protein	Function unknown	NA	NA	234	0.688034188034188
VNG_1631G	ABC-type transport system ATP-binding protein(probable substrate cobalt)	Inorganic ion transport and metabolism	NA	NA	729	0.654320987654321
VNG_1632G	ABC-type transport system permease protein(probable substrate cobalt)	Coenzyme transport and metabolism	NA	NA	729	0.6872427983539094
VNG_1634G	ABC-type transport system protein CbiN (probablesubstrate cobalt)	Inorganic ion transport and metabolism	3.797871806221755	1.938249473483363	291	0.6838487972508591
VNG_1635G	ABC-type transport system permease protein(probable substrate cobalt)	Inorganic ion transport and metabolism	3.57521056662783	2.498868725026982	663	0.6470588235294118
VNG_1637G	halocyanin HcpA	Energy production and conversion	1.5007209849257226	NA	858	0.6247086247086248
VNG_1638H	uncharacterized protein	Function unknown	3.294161922645951	3.705372080919332	1131	0.6755083996463307
VNG_1640H	uncharacterized protein	Transcription	NA	NA	381	0.6692913385826772
VNG_1641H	uncharacterized protein	Function unknown	NA	NA	627	0.7527910685805422
VNG_1642H	small CPxCG-related zinc finger protein	Function unknown	NA	NA	123	0.6585365853658537
VNG_1644G	ribonucleoside-diphosphate reductase,adenosylcobalamin-dependent	Nucleotide transport and metabolism	3.78333782473485	3.999474553358132	3156	0.6650823827629911
VNG_1645H	uncharacterized protein	Function unknown	NA	NA	186	0.6505376344086021
VNG_1646G	anthranilate synthase component 2	Amino acid transport and metabolism	1.1881615982394647	1.7356819628377966	597	0.7051926298157454
VNG_1647G	anthranilate synthase component 1	Amino acid transport and metabolism	NA	NA	1584	0.7184343434343434
VNG_1648G	N-(5'-phosphoribosyl)anthranilate isomerase	Amino acid transport and metabolism	NA	NA	657	0.7427701674277016
VNG_1649G	anthranilate phosphoribosyltransferase	Amino acid transport and metabolism	NA	NA	1011	0.7329376854599406
VNG_1650H	uncharacterized protein	Function unknown	NA	NA	849	0.44876325088339225
VNG_1653H	ISH8-type transposase ISH8	Mobilome: prophages, transposons	NA	NA	1275	0.5976470588235294
VNG_1654G	AAA-type ATPase core domain protein	Function unknown	NA	NA	1185	0.4641350210970464
VNG_1655H	uncharacterized protein	Function unknown	NA	NA	357	0.6610644257703081
VNG_1656H	uncharacterized protein	Function unknown	1.9272453842468489	1.8795924403622795	444	0.6846846846846847
VNG_1657H	uncharacterized protein	Function unknown	2.549848516819716	2.012946119257341	1002	0.6826347305389222
VNG_1658C	UspA domain protein	Signal transduction mechanisms	2.6122533114294875	3.2833919760046038	432	0.6666666666666666
VNG_1659G	transducer protein HtrI	Cell motility	2.8735581330265223	2.9302041511161856	1611	0.6784605834885165
VNG_1660G	sensory rhodopsin I	Function unknown	NA	NA	720	0.6694444444444444
VNG_1663C	CBS domain protein	General function prediction only	3.6699696358076865	3.9715572575509817	1143	0.6517935258092739
VNG_1664H	uncharacterized protein	Function unknown	NA	NA	192	0.6145833333333334
VNG_1665G	DNA repair and recombination protein RadB	Replication, recombination and repair	2.336457725610784	NA	711	0.7229254571026723
VNG_1666H	homolog to carbohydrate reductase	Cell wall/membrane/envelope biogenesis	2.6524951145870936	2.289319234458378	768	0.7239583333333334
VNG_1667G	AAA-type ATPase (CDC48 subfamily)	Posttranslational modification, protein turnover, chaperones	3.667861443278263	3.5554990541954794	2229	0.6689098250336474
VNG_1668G	30S ribosomal protein S8e	Translation, ribosomal structure and biogenesis	3.9378699315171004	4.337771279971938	375	0.672
VNG_1670C	DUF2240 family protein	General function prediction only	2.285673476284731	1.989814021402967	456	0.7171052631578947
VNG_1672H	uncharacterized protein	Function unknown	1.4599282674054166	2.62806753612645	384	0.7734375
VNG_1673G	orotidine-5'-phosphate decarboxylase	Nucleotide transport and metabolism	2.3335042597051636	2.5515379420731787	804	0.7164179104477612
VNG_1674H	uncharacterized protein	Function unknown	NA	NA	162	0.7283950617283951
VNG_1675a	HAD superfamily hydrolase	Function unknown	NA	NA	612	0.7369281045751634
VNG_1675H	DnaJ N-terminal domain protein	Posttranslational modification, protein turnover, chaperones	NA	NA	486	0.7325102880658436
VNG_1676G	homolog to translation elongation factor aEF-1alpha subunit	General function prediction only	2.581212796237911	2.523850021987667	1623	0.711645101663586
VNG_1678H	uncharacterized protein	Function unknown	NA	NA	369	0.7560975609756098
VNG_1679H	uncharacterized protein	Function unknown	1.9422076516357607	2.5268788118607626	492	0.7357723577235772
VNG_1680G	phytoene synthase	Lipid transport and metabolism	2.273856519929797	1.996216937441139	969	0.6934984520123839
VNG_1681C	bisanhydrobacterioruberin hydratase	Function unknown	NA	NA	840	0.7142857142857143
VNG_1682C	lycopene elongase/hydratase (dihydrobisanhydrobacterioruberin-forming)	Coenzyme transport and metabolism	NA	NA	828	0.7004830917874396
VNG_1684G	carotenoid 3,4-desaturase	Secondary metabolites biosynthesis, transport and catabolism	2.3166751657450098	2.515360674845141	1539	0.6881091617933723
VNG_1686G	probable methenyltetrahydrofolatecyclohydrolase	Coenzyme transport and metabolism	2.347802446407038	3.406750300071607	936	0.719017094017094
VNG_1687C	major facilitator superfamily transport protein	Carbohydrate transport and metabolism	NA	NA	1254	0.6889952153110048
VNG_1688C	DUF171 family protein	General function prediction only	4.504220878889936	2.2489912195980133	852	0.6654929577464789
VNG_1689G	50S ribosomal protein L3	Translation, ribosomal structure and biogenesis	4.429280206764433	4.48397740750569	1008	0.6815476190476191
VNG_1690G	50S ribosomal protein L4	Translation, ribosomal structure and biogenesis	4.183572746928703	4.509925432134561	753	0.6945551128818062
VNG_1691G	50S ribosomal protein L23	Translation, ribosomal structure and biogenesis	4.669654690112772	4.380153403076839	255	0.592156862745098
VNG_1692G	50S ribosomal protein L2	Translation, ribosomal structure and biogenesis	4.260110877404885	4.2669887377659705	723	0.7081604426002767
VNG_1693G	30S ribosomal protein S19	Translation, ribosomal structure and biogenesis	4.49315261249516	3.1539226354178274	423	0.6548463356973995
VNG_1695G	50S ribosomal protein L22	Translation, ribosomal structure and biogenesis	4.346362087213599	3.8906524388138846	471	0.6496815286624203
VNG_1697G	30S ribosomal protein S3	Translation, ribosomal structure and biogenesis	4.303020755250388	4.532153233005126	909	0.6523652365236524
VNG_1698G	50S ribosomal protein L29	Translation, ribosomal structure and biogenesis	4.760779379648829	4.220098335224824	216	0.6481481481481481
VNG_1699C	ribonuclease P protein component 1	Translation, ribosomal structure and biogenesis	NA	NA	372	0.6424731182795699
VNG_1700G	30S ribosomal protein S17	Translation, ribosomal structure and biogenesis	4.498490429969362	3.9940800205844242	330	0.603030303030303
VNG_1701G	50S ribosomal protein L14	Translation, ribosomal structure and biogenesis	4.707091835302928	4.24029170684183	399	0.6265664160401002
VNG_1702G	50S ribosomal protein L24	Translation, ribosomal structure and biogenesis	4.3084380941668545	4.149928461667524	357	0.6582633053221288
VNG_1703G	30S ribosomal protein S4e	Translation, ribosomal structure and biogenesis	4.299009956901948	4.642439383226366	702	0.6552706552706553
VNG_1705G	50S ribosomal protein L5	Translation, ribosomal structure and biogenesis	4.351734182829547	4.175065924906455	528	0.6401515151515151
VNG_1706G	30S ribosomal protein S14	Translation, ribosomal structure and biogenesis	4.887176994779522	3.5918819263691337	159	0.6037735849056604
VNG_1707G	30S ribosomal protein S8	Translation, ribosomal structure and biogenesis	4.463667699607892	3.8620069014977814	393	0.6310432569974554
VNG_1709G	50S ribosomal protein L6	Translation, ribosomal structure and biogenesis	4.373961941722579	3.880796845939517	537	0.62756052141527
VNG_1711G	50S ribosomal protein L32e	Translation, ribosomal structure and biogenesis	4.231871376802799	4.280133509080154	720	0.6791666666666667
VNG_1713G	50S ribosomal protein L19e	Translation, ribosomal structure and biogenesis	4.510723008818499	4.467873647939964	450	0.6577777777777778
VNG_1714G	50S ribosomal protein L18	Translation, ribosomal structure and biogenesis	4.240274750648374	3.8041265639060846	552	0.6666666666666666
VNG_1715G	30S ribosomal protein S5	Translation, ribosomal structure and biogenesis	4.135665933790428	4.545491940528277	639	0.6697965571205008
VNG_1716G	50S ribosomal protein L30	Translation, ribosomal structure and biogenesis	4.289610401806546	4.146195177681922	465	0.6752688172043011
VNG_1718G	50S ribosomal protein L15	Translation, ribosomal structure and biogenesis	4.423614518913065	3.6917857792981206	462	0.670995670995671
VNG_1719G	protein translocase subunit SecY	Intracellular trafficking, secretion, and vesicular transport	3.9948304272259074	3.248082771081133	1476	0.6382113821138211
VNG_1720H	ABC-type transport system periplasmicsubstrate-binding protein	Inorganic ion transport and metabolism	NA	NA	1164	0.6838487972508591
VNG_1721G	Trk-type transport system (probable substratepotassium)	Inorganic ion transport and metabolism	NA	NA	1677	0.6929039952295766
VNG_1723H	uncharacterized protein	Function unknown	2.3961118194749935	2.8723207908719615	411	0.683698296836983
VNG_1724G	adenylate kinase	Nucleotide transport and metabolism	3.5439964761798057	4.136149414067803	651	0.6682027649769585
VNG_1726G	DUF106 family protein	Intracellular trafficking, secretion, and vesicular transport	3.3103251188221776	2.1627413047834825	873	0.6300114547537228
VNG_1727G	cytidylate kinase	Nucleotide transport and metabolism	2.981221053764936	2.9516726419810033	579	0.6718480138169257
VNG_1729G	tRNA/rRNA pseudouridine synthase Cbf5	Translation, ribosomal structure and biogenesis	2.695562521455862	2.6361533834581095	906	0.7240618101545254
VNG_1732C	uncharacterized protein	Function unknown	NA	NA	1755	0.584045584045584
VNG_1733G	transducer protein Htr17	Function unknown	NA	NA	1611	0.6666666666666666
VNG_1734H	uncharacterized protein	Function unknown	NA	NA	336	0.6607142857142857
VNG_1735C	MOSC domain protein	General function prediction only	2.700326223504636	2.7838131504721098	786	0.6819338422391857
VNG_1737H	uncharacterized protein	Carbohydrate transport and metabolism	2.261036208730361	1.4486842918816485	972	0.727366255144033
VNG_1739G	uncharacterized protein	Signal transduction mechanisms	2.5115678717264425	2.5756216528656473	840	0.6642857142857143
VNG_1740C	uncharacterized protein	Function unknown	2.814136505536045	2.0409304756127744	978	0.7280163599182005
VNG_1743C	transcription elongation factor TFS	Transcription	3.1597480150729678	1.5202386240399648	315	0.6476190476190476
VNG_1744H	uncharacterized protein	Inorganic ion transport and metabolism	1.4393050825579015	1.5452491840018385	861	0.7363530778164924
VNG_1746C	DUF2071 family protein	Function unknown	2.1104254628260772	2.3557329594197376	690	0.7086956521739131
VNG_1748C	probable oxidoreductase (short-chaindehydrogenase family)	Lipid transport and metabolism	2.33240836435353	2.8788503813080775	675	0.7214814814814815
VNG_1749G	GTP-binding protein	Translation, ribosomal structure and biogenesis	2.358865943425188	2.369521806976486	1191	0.6834592779177162
VNG_1751H	receiver/sensor box protein	Function unknown	2.4043192526987496	2.237815208642166	954	0.7044025157232704
VNG_1752C	UspA domain protein	Signal transduction mechanisms	2.655575588198492	3.6876096743570543	432	0.6921296296296297
VNG_1754G	deoxyribodipyrimidine photo-lyase	Replication, recombination and repair	1.8963380386900117	1.984586362958036	1389	0.7221022318214543
VNG_1755G	phytoene dehydrogenase (phytoene desaturase)	Secondary metabolites biosynthesis, transport and catabolism	2.22015222118731	1.6077815437060017	1557	0.6936416184971098
VNG_1756G	translation initiation factor aIF-1A	Translation, ribosomal structure and biogenesis	4.1642915581842015	3.038935284831377	285	0.6350877192982456
VNG_1758H	uncharacterized protein	Function unknown	NA	NA	288	0.6354166666666666
VNG_1759G	transducer protein HtrVII	Function unknown	2.5752482406306805	1.832453814771143	1638	0.6800976800976801
VNG_1760G	transducer protein CosT	Function unknown	2.5336656829375586	2.9471485384858727	2433	0.6905055487053021
VNG_1762G	chemotactic signal transduction systemperiplasmic substrate-binding protein CosB	Cell wall/membrane/envelope biogenesis	2.7670983643307614	2.401633809944751	1005	0.6716417910447762
VNG_1764G	sensory rhodopsin II	General function prediction only	2.5622816506778903	2.077553833154811	714	0.6932773109243697
VNG_1765G	transducer protein HtrII	Function unknown	2.9198351020225886	2.928972244785233	2295	0.6971677559912854
VNG_1766C	GTP cyclohydrolase 1 domain protein	Coenzyme transport and metabolism	2.582563108551159	3.11657115653709	762	0.7165354330708661
VNG_1767G	agmatinase	Amino acid transport and metabolism	3.4467879975075513	2.5379070052370087	819	0.7155067155067155
VNG_1768G	translation elongation factor aEF-5A	Translation, ribosomal structure and biogenesis	3.6314407374986057	4.286668079374971	384	0.609375
VNG_1769C	creatininase domain protein	Function unknown	2.1735804980203275	2.4606602895158294	777	0.6936936936936937
VNG_1770C	UbiB family protein	General function prediction only	2.7831660771445894	2.5555969706955968	1743	0.6798623063683304
VNG_1771C	Hsp20-type molecular chaperone	Posttranslational modification, protein turnover, chaperones	2.6237475613300036	2.912695583714846	351	0.6894586894586895
VNG_1772G	HAD superfamily hydrolase	General function prediction only	NA	NA	657	0.6894977168949772
VNG_1773G	probable pterin-4-alpha-carbinolaminedehydratase	Coenzyme transport and metabolism	3.316944104914206	2.758057828430243	276	0.6702898550724637
VNG_1774G	glutamyl-tRNA reductase	Coenzyme transport and metabolism	3.319449139038798	1.9132956725841594	1311	0.7215865751334859
VNG_1775C	precorrin-2 oxidase / ferrochelatase	Coenzyme transport and metabolism	2.524371843016327	2.3732021530132945	663	0.7390648567119156
VNG_1776G	siroheme decarboxylase AhbB	Transcription	3.213673203929805	3.16893158500106	1059	0.6827195467422096
VNG_1777H	uncharacterized protein	Function unknown	2.809087170061496	2.8304085488463073	417	0.6714628297362111
VNG_1779C	tritrans,polycis-undecaprenyl-diphosphatesynthase (geranylgeranyl-diphosphate specific)	Lipid transport and metabolism	NA	NA	909	0.7106710671067107
VNG_1781C	tritrans,polycis-undecaprenyl-diphosphatesynthase (geranylgeranyl-diphosphate specific)	Lipid transport and metabolism	NA	NA	609	0.6863711001642037
VNG_1782C	DUF92 family protein	Lipid transport and metabolism	NA	NA	1323	0.7256235827664399
VNG_1783H	DUF3311 family protein	Function unknown	NA	NA	213	0.6948356807511737
VNG_1784C	DNA primase DnaG	Replication, recombination and repair	2.3792205199183813	2.479095841458637	1221	0.7092547092547092
VNG_1785G	SSSF family transport protein	Amino acid transport and metabolism	1.619178265496998	NA	1491	0.7028839704896043
VNG_1786H	PadR family transcription regulator	Transcription	NA	NA	279	0.6989247311827957
VNG_1787H	uncharacterized protein	Function unknown	NA	NA	858	0.747086247086247
VNG_1788C	uncharacterized protein	Defense mechanisms	2.4857320751119563	2.7088204855170783	906	0.6710816777041942
VNG_1790H	DsrE domain protein	Inorganic ion transport and metabolism	2.1133297024584574	2.366278250678569	360	0.6861111111111111
VNG_1791C	DUF1405 family protein	Function unknown	NA	NA	684	0.6871345029239766
VNG_1793C	pyridoxal 5'-phosphate synthase subunit PdxS	Coenzyme transport and metabolism	3.7217961648229485	4.296386086061334	909	0.6842684268426843
VNG_1794C	endonuclease domain protein	Replication, recombination and repair	2.0807151019925816	NA	2085	0.7146282973621103
VNG_1795C	amine oxidase domain protein	Coenzyme transport and metabolism	2.215274836500635	2.7192971728235986	1317	0.6818526955201215
VNG_1796H	uncharacterized protein	Function unknown	NA	NA	318	0.7672955974842768
VNG_1797G	homoserine kinase	Amino acid transport and metabolism	NA	NA	906	0.7328918322295805
VNG_1798H	uncharacterized protein	Function unknown	3.1579107234579293	2.9628897695289136	573	0.6474694589877836
VNG_1800H	uncharacterized protein	Function unknown	NA	NA	192	0.625
VNG_1801G	Hsp20-type molecular chaperone	Posttranslational modification, protein turnover, chaperones	NA	NA	516	0.6802325581395349
VNG_1802H	glutamine-rich alkaline protein	Function unknown	2.415782149516374	1.906387425376072	822	0.7055961070559611
VNG_1804G	flavin-dependent pyridine nucleotideoxidoreductase	General function prediction only	3.633734260714736	3.9876739512811405	1254	0.6634768740031898
VNG_1806H	uncharacterized protein	Function unknown	3.905999897642323	1.076334030326508	234	0.6794871794871795
VNG_1807H	uncharacterized protein	Function unknown	2.9836164088864896	2.5431411485641133	420	0.6738095238095239
VNG_1809H	uncharacterized protein	Function unknown	2.7107707125144564	2.7290324318291344	549	0.6411657559198543
VNG_1811G	homolog to erythromycin esterase	General function prediction only	1.8510677766508592	1.5604965008401042	1305	0.6888888888888889
VNG_1814G	carbamoyl-phosphate synthase(glutamine-hydrolyzing) large subunit	Amino acid transport and metabolism	3.5083867799259965	4.120261398795411	3129	0.7015020773410036
VNG_1815G	carbamoyl-phosphate synthase(glutamine-hydrolyzing) small subunit	Amino acid transport and metabolism	3.773417270225863	3.841691205130511	1062	0.7071563088512242
VNG_1816G	Lrp/AsnC family transcription regulator	Transcription	2.8641848939361276	3.1447655583604237	414	0.6666666666666666
VNG_1818a	desampylase Jamm1	Function unknown	NA	NA	411	0.732360097323601
VNG_1818G	isopentenyl-diphosphate delta-isomerase, type I	Lipid transport and metabolism	3.278915379876574	3.335833645086469	630	0.6904761904761905
VNG_1820H	uncharacterized protein	Function unknown	NA	NA	234	0.6837606837606838
VNG_1821G	NADPH:quinone reductase	Energy production and conversion	2.0628929862210534	2.9022025726183416	1044	0.7097701149425287
VNG_1822G	molybdopterin adenylyltransferase	Coenzyme transport and metabolism	2.036612580878355	2.800830881975551	618	0.7055016181229773
VNG_1823C	probable COG0212-type thiamine metabolismprotein	Coenzyme transport and metabolism	2.387405208462203	1.8467292479877055	708	0.7076271186440678
VNG_1826H	uncharacterized protein	Function unknown	NA	NA	228	0.7368421052631579
VNG_1827H	uncharacterized protein	Inorganic ion transport and metabolism	3.052968348701132	2.9566694429032014	321	0.6978193146417445
VNG_1829G	GMP synthase (glutamine-hydrolyzing) subunit B	Nucleotide transport and metabolism	3.1946957339047275	3.5406853119948742	918	0.6862745098039216
VNG_1830G	CTP synthase	Nucleotide transport and metabolism	3.4642214456160105	3.625205907770889	1662	0.6600481347773767
VNG_1831H	uncharacterized protein	Function unknown	NA	NA	777	0.6048906048906049
VNG_1832H	spurious ORF	Function unknown	NA	NA	141	0.5673758865248227
VNG_1833C	alpha/beta hydrolase fold protein	General function prediction only	1.2600582072608912	2.186029173398935	618	0.7378640776699029
VNG_1834G	peroxiredoxin domain protein	Posttranslational modification, protein turnover, chaperones	2.233224910004078	2.443091753395733	546	0.6886446886446886
VNG_1835G	threonine--tRNA ligase	Translation, ribosomal structure and biogenesis	3.3890124150580556	3.7201356925980003	1923	0.6578263130525221
VNG_1836G	cold shock protein	Transcription	NA	NA	210	0.5666666666666667
VNG_1837G	homolog to dipeptide epimerase	Cell wall/membrane/envelope biogenesis	1.9844232884744435	2.173421753275827	1032	0.6957364341085271
VNG_1838H	small CPxCG-related zinc finger protein	Function unknown	NA	NA	198	0.6717171717171717
